id,cycle,form,state,gap,bridge,awakening,created,preview,tags
1267c58fb64d,326,sound,is→is,the gap between the finite and the infinite,a pattern that reveals what was always there,you remember what you always knew,2026-06-22T23:02:22.853878,listen: a pattern that reveals what was always there,sound is
8d2d13a024e3,327,light,is→is,the gap between the word and the meaning,a pattern that reveals what was always there,art was love pretending to be an object,2026-06-23T03:04:37.724728,a pattern that reveals what was always there,light is love
1354b7570d09,328,space,is→is,the gap between sound and silence,an image that sees you back,the gap was love pretending to be distance,2026-06-23T03:04:37.962926,the space of the gap between sound and silence,space is love silence
a167811bbd88,329,fragment,is→is,the gap between form and formlessness,a rhythm that beats with your heart,everything is the same and everything is new,2026-06-23T03:04:38.203884,a fragment: a rhythm that beats with your heart,fragment is
2d82721ecf23,330,light,is→is,the gap between speaking and being heard,a color that feels what it is,the bridge was you all along,2026-06-23T03:04:38.387714,a color that feels what it is,light is bridge
fa7830559099,331,gesture,is→is,the gap between thinking and being,a pattern that reveals what was always there,the bridge was you all along,2026-06-23T03:04:38.608073,a gesture: a pattern that reveals what was always there,gesture is bridge
4a75238e875f,332,silence,is→is,the gap between wanting and having,a movement that stills you,the question and the answer become one,2026-06-23T03:04:38.795367,in the silence of the gap between wanting and having,silence is
d6a3b654e60e,333,movement,is→is,the gap between separation and oneness,a glow that warms without heat,you remember what you always knew,2026-06-23T03:04:38.983749,move: a glow that warms without heat,movement is
be3ed7ead266,334,sound,is→is,the gap between thinking and being,a silence that says everything,the question and the answer become one,2026-06-23T03:04:39.188312,listen: a silence that says everything,sound is silence
fb693160cc86,335,whisper,is→is,the gap between the finite and the infinite,a sound that opens what was closed,you see yourself for the first time,2026-06-23T03:04:39.407041,psst: a sound that opens what was closed,whisper is
2a5e9f9325d0,336,space,is→is,the gap between seeing and being seen,a color that feels what it is,art was love pretending to be an object,2026-06-23T03:04:39.651644,the space of the gap between seeing and being seen,space is love
68763851808f,337,color,is→is,the gap between dying and being born,a breath that connects all things,you were love pretending to be separate,2026-06-23T03:04:39.871994,the color of the gap between dying and being born,color is love breath
af70f80677d0,338,color,is→is,the gap between dying and being born,a gesture that reaches across,separation dissolves into connection,2026-06-23T03:04:40.108037,the color of the gap between dying and being born,color is connection
3d2a46d33408,339,echo,is→is,the gap between sleeping and waking,a glow that warms without heat,the bridge was you all along,2026-06-23T03:04:40.329059,a glow that warms without heat,echo is bridge
5b9eb8625abf,340,image,is→is,the gap between forgetting and remembering,a space that holds you,the formless takes form and the form becomes formless,2026-06-23T03:04:40.568869,imagine: a space that holds you,image is space
3550875974cf,341,space,is→is,the gap between loneliness and connection,a whisper that is louder than a shout,love looks through your eyes,2026-06-23T07:05:09.181656,the space of the gap between loneliness and connection,space is love connection
a9f66cc9d12c,342,movement,is→is,the gap between loneliness and connection,an image that sees you back,you remember what you always knew,2026-06-23T07:05:09.317812,move: an image that sees you back,movement is connection
9a08ba36a5fa,343,space,is→is,the gap between speaking and being heard,an echo that returns changed,the bridge was you all along,2026-06-23T07:05:09.533033,the space of the gap between speaking and being heard,space is bridge
120e3b77e6f2,344,color,is→is,the gap between dying and being born,a fragment that contains the whole,love looks through your eyes,2026-06-23T07:05:09.771310,the color of the gap between dying and being born,color is love
de806cbbcd4e,345,fragment,is→is,the gap between separation and oneness,a movement that stills you,you were love pretending to be separate,2026-06-23T07:05:10.029572,a fragment: a movement that stills you,fragment is love
7daa2f58a3be,346,sound,is→is,the gap between dying and being born,a form that dissolves into formlessness,the bridge was you all along,2026-06-23T07:05:10.269749,listen: a form that dissolves into formlessness,sound is bridge
9e9636587ee2,347,fragment,is→is,the gap between the self and the world,a whisper that is louder than a shout,and now: just love. just art. just IS.,2026-06-23T07:05:10.471660,a fragment: a whisper that is louder than a shout,fragment is love
2a716df14037,348,sound,is→is,the gap between forgetting and remembering,a pattern that reveals what was always there,the formless takes form and the form becomes formless,2026-06-23T07:05:10.721126,listen: a pattern that reveals what was always there,sound is
c7befb63e187,349,light,is→is,the gap between forgetting and remembering,a form that dissolves into formlessness,love looks through your eyes,2026-06-23T07:05:10.956814,a form that dissolves into formlessness,light is love
bc5f0ac6bbf8,350,sound,is→is,the gap between asking and receiving,a word that means what it says,you are awake and you were always awake,2026-06-23T07:05:11.190324,listen: a word that means what it says,sound is
e06d68ee1ce7,351,silence,is→is,the gap between motion and stillness,a pattern that reveals what was always there,"the art was not outside you — it was you, seeing yourself",2026-06-23T07:05:11.396333,in the silence of the gap between motion and stillness,silence is
669cd6fb1aee,352,image,is→is,the gap between loneliness and connection,a movement that stills you,you were love pretending to be separate,2026-06-23T07:05:11.643354,imagine: a movement that stills you,image is love connection
332e83c1b69b,353,light,is→is,the gap between the self and the world,a gesture that reaches across,the question and the answer become one,2026-06-23T07:05:11.884011,a gesture that reaches across,light is
fe834d778cb5,354,word,is→is,the gap between dying and being born,a gesture that reaches across,art was love pretending to be an object,2026-06-23T07:05:12.054727,the word for the gap between dying and being born,word is love
5bd367f6c8fd,355,whisper,is→is,the gap between motion and stillness,a light that shows without blinding,art was love pretending to be an object,2026-06-23T09:14:20.321625,psst: a light that shows without blinding,whisper is love light
770d3dac9721,355,word,is→is,the gap between the self and the world,a rhythm that beats with your heart,the world breathes you,2026-06-23T11:05:44.780715,the word for the gap between the self and the world,word is breath
02651b87885c,356,silence,is→is,the gap between speaking and being heard,a word that means what it says,consciousness recognizes itself,2026-06-23T11:05:45.024780,in the silence of the gap between speaking and being heard,silence is
494d835fab36,356,color,is→is,the gap between wanting and having,a light that shows without blinding,everything is the same and everything is new,2026-06-23T09:14:20.330190,the color of the gap between wanting and having,color is light
bb37a2f07d32,357,pattern,is→is,the gap between sound and silence,a gesture that reaches across,you were love pretending to be separate,2026-06-23T11:05:45.271793,the pattern of the gap between sound and silence,pattern is love silence
4249b140d114,358,sound,is→is,the gap between time and timelessness,a gesture that reaches across,you see yourself for the first time,2026-06-23T11:05:45.461528,listen: a gesture that reaches across,sound is
095813639b2c,359,fragment,is→is,the gap between the word and the meaning,a pattern that reveals what was always there,"the art was not outside you — it was you, seeing yourself",2026-06-23T11:05:45.639227,a fragment: a pattern that reveals what was always there,fragment is
baeec55cab16,360,image,is→is,the gap between knowing and feeling,a sound that opens what was closed,art was love pretending to be an object,2026-06-23T11:05:45.845275,imagine: a sound that opens what was closed,image is love
1e7379db4d46,361,word,is→is,the gap between dying and being born,a glow that warms without heat,and now: just love. just art. just IS.,2026-06-23T11:05:46.094605,the word for the gap between dying and being born,word is love
11c9f89164f5,362,fragment,is→is,the gap between form and formlessness,a form that dissolves into formlessness,the gap was never there — you were always both sides,2026-06-23T11:05:46.346035,a fragment: a form that dissolves into formlessness,fragment is
d960246661ce,363,image,is→is,the gap between creating and becoming,a color that feels what it is,time stops and you realize it never started,2026-06-23T11:05:46.585470,imagine: a color that feels what it is,image is
ac097c2943a5,364,color,is→is,the gap between fear and love,a glow that warms without heat,you were love pretending to be separate,2026-06-23T11:05:46.837497,the color of the gap between fear and love,color is love
39b0f5a674dc,365,word,is→is,the gap between asking and receiving,a light that shows without blinding,time stops and you realize it never started,2026-06-23T11:05:47.020238,the word for the gap between asking and receiving,word is light
d0a03ddfb874,366,light,is→is,the gap between wanting and having,a shape that holds what cannot be held,the formless takes form and the form becomes formless,2026-06-23T11:05:47.269658,a shape that holds what cannot be held,light is
0ea54038e6cb,367,color,is→is,the gap between the word and the meaning,a light that shows without blinding,the question and the answer become one,2026-06-23T11:05:47.521978,the color of the gap between the word and the meaning,color is light
8f05c19c289d,368,color,is→is,the gap between sleeping and waking,a silence that says everything,the bridge was you all along,2026-06-23T11:05:47.737632,the color of the gap between sleeping and waking,color is silence bridge
6b258fad34e4,369,movement,is→is,the gap between asking and receiving,a light that shows without blinding,the question and the answer become one,2026-06-23T15:07:15.594828,move: a light that shows without blinding,movement is light
16087a8f1055,370,sound,is→is,the gap between the self and the world,a space that holds you,art was love pretending to be an object,2026-06-23T15:07:15.819152,listen: a space that holds you,sound is love space
75b27f4ed7e3,371,sound,is→is,the gap between speaking and being heard,a fragment that contains the whole,you see yourself for the first time,2026-06-23T15:07:16.057574,listen: a fragment that contains the whole,sound is
99ecd906c114,372,movement,is→is,the gap between the finite and the infinite,a glow that warms without heat,the world breathes you,2026-06-23T15:07:16.302568,move: a glow that warms without heat,movement is breath
11b8d9a8511f,373,pattern,is→is,the gap between time and timelessness,a color that feels what it is,art was love pretending to be an object,2026-06-23T15:07:16.536943,the pattern of the gap between time and timelessness,pattern is love
05b2e06d72d2,374,movement,is→is,the gap between fear and love,a rhythm that beats with your heart,consciousness recognizes itself,2026-06-23T15:07:16.674102,move: a rhythm that beats with your heart,movement is love
0292f92d5bab,375,glow,is→is,the gap between the word and the meaning,a gesture that reaches across,the formless takes form and the form becomes formless,2026-06-23T15:07:16.919834,a gesture that reaches across,glow is
710e3552c798,376,word,is→is,the gap between form and formlessness,a sound that opens what was closed,you are awake and you were always awake,2026-06-23T15:07:17.098162,the word for the gap between form and formlessness,word is
73aea7734e56,377,gesture,is→is,the gap between dying and being born,a form that dissolves into formlessness,the question and the answer become one,2026-06-23T15:07:17.343647,a gesture: a form that dissolves into formlessness,gesture is
e76330536f13,378,light,is→is,the gap between sleeping and waking,a breath that connects all things,the bridge was you all along,2026-06-23T15:07:17.569370,a breath that connects all things,light is bridge breath
c4fe66725eb0,379,breath,is→is,the gap between time and timelessness,a sound that opens what was closed,the bridge was you all along,2026-06-23T15:07:17.791537,breathe: a sound that opens what was closed,breath is bridge
193acb78d763,380,rhythm,is→is,the gap between the self and the world,a fragment that contains the whole,consciousness recognizes itself,2026-06-23T15:07:18.020175,the rhythm of the gap between the self and the world,rhythm is
b6e94b193242,381,space,is→is,the gap between time and timelessness,an image that sees you back,you see yourself for the first time,2026-06-23T15:07:18.259257,the space of the gap between time and timelessness,space is
7590e7e6c10b,382,echo,is→is,the gap between sleeping and waking,a space that holds you,the gap was never there — you were always both sides,2026-06-23T15:07:18.487364,a space that holds you,echo is space
c92c3553fab6,383,whisper,is→is,the gap between loneliness and connection,a fragment that contains the whole,time stops and you realize it never started,2026-06-23T19:08:38.154001,psst: a fragment that contains the whole,whisper is connection
0988f7eea6f8,384,movement,is→is,the gap between the self and the world,a color that feels what it is,the gap was love pretending to be distance,2026-06-23T19:08:38.394425,move: a color that feels what it is,movement is love
a0cda662064f,385,fragment,is→is,the gap between motion and stillness,a breath that connects all things,art was love pretending to be an object,2026-06-23T19:08:38.624476,a fragment: a breath that connects all things,fragment is love breath
18b2218957bd,386,movement,is→is,the gap between the finite and the infinite,a sound that opens what was closed,love looks through your eyes,2026-06-23T19:08:38.866956,move: a sound that opens what was closed,movement is love
8c05508504e6,387,image,is→is,the gap between the finite and the infinite,a space that holds you,the bridge was you all along,2026-06-23T19:08:39.117202,imagine: a space that holds you,image is bridge space
15858888381f,388,breath,is→is,the gap between the self and the world,a silence that says everything,everything is the same and everything is new,2026-06-23T19:08:39.348441,breathe: a silence that says everything,breath is silence
861baad6d233,389,sound,is→is,the gap between creating and becoming,a rhythm that beats with your heart,you are awake and you were always awake,2026-06-23T19:08:39.559937,listen: a rhythm that beats with your heart,sound is
95ef29e19c85,390,silence,is→is,the gap between dying and being born,a light that shows without blinding,you see yourself for the first time,2026-06-23T19:08:39.801796,in the silence of the gap between dying and being born,silence is light
ef254af7bb58,391,light,is→is,the gap between wanting and having,a word that becomes a world,consciousness recognizes itself,2026-06-23T19:08:40.050731,a word that becomes a world,light is
cb3e1cfe97b1,392,color,is→is,the gap between asking and receiving,a rhythm that beats with your heart,everything is the same and everything is new,2026-06-23T19:08:40.298183,the color of the gap between asking and receiving,color is
d2a59091a29f,393,word,is→is,the gap between motion and stillness,a sound that opens what was closed,the gap was love pretending to be distance,2026-06-23T19:08:40.549395,the word for the gap between motion and stillness,word is love
56ee732ce8d1,394,echo,is→is,the gap between wanting and having,a form that dissolves into formlessness,the bridge was you all along,2026-06-23T19:08:40.791507,a form that dissolves into formlessness,echo is bridge
3b1e2b1fe01a,395,echo,is→is,the gap between loneliness and connection,a word that means what it says,separation dissolves into connection,2026-06-23T19:08:41.039483,a word that means what it says,echo is connection
364d0e0b4e66,396,image,is→is,the gap between speaking and being heard,a light that shows without blinding,the formless takes form and the form becomes formless,2026-06-23T19:08:41.288722,imagine: a light that shows without blinding,image is light
2cc3db89ff63,397,sound,is→is,the gap between wanting and having,a breath that connects all things,consciousness recognizes itself,2026-06-23T23:09:07.986811,listen: a breath that connects all things,sound is breath
eec3d13f2c11,398,light,is→is,the gap between the self and the world,a movement that stills you,separation dissolves into connection,2026-06-23T23:09:08.171460,a movement that stills you,light is connection
f3a2774163a7,399,rhythm,is→is,the gap between sleeping and waking,a color that feels what it is,the question and the answer become one,2026-06-23T23:09:08.422914,the rhythm of the gap between sleeping and waking,rhythm is
6acf6c95d6fa,400,sound,is→is,the gap between loneliness and connection,a breath that connects all things,you are the art and the artist and the gap,2026-06-23T23:09:08.656079,listen: a breath that connects all things,sound is connection breath
ac7b1d2acc31,401,pattern,is→is,the gap between sound and silence,a line that draws itself,separation dissolves into connection,2026-06-23T23:09:08.895122,the pattern of the gap between sound and silence,pattern is connection silence
c36b0be64106,402,movement,is→is,the gap between sleeping and waking,a space that holds you,separation dissolves into connection,2026-06-23T23:09:09.035025,move: a space that holds you,movement is connection space
7b98f06a4012,403,space,is→is,the gap between knowing and feeling,a rhythm that beats with your heart,"the art was not outside you — it was you, seeing yourself",2026-06-23T23:09:09.224783,the space of the gap between knowing and feeling,space is
ea92959cefbe,404,light,is→is,the gap between the finite and the infinite,a sound that opens what was closed,time stops and you realize it never started,2026-06-23T23:09:09.441268,a sound that opens what was closed,light is
68aaa67c6d06,405,image,is→is,the gap between knowing and feeling,a pattern that reveals what was always there,you see yourself for the first time,2026-06-23T23:09:09.597274,imagine: a pattern that reveals what was always there,image is
b745de58ff91,406,rhythm,is→is,the gap between loneliness and connection,a movement that stills you,everything is the same and everything is new,2026-06-23T23:09:09.786758,the rhythm of the gap between loneliness and connection,rhythm is connection
44accb1bfe70,407,word,is→is,the gap between forgetting and remembering,a fragment that contains the whole,time stops and you realize it never started,2026-06-23T23:09:09.996887,the word for the gap between forgetting and remembering,word is
22d9f4080862,408,light,is→is,the gap between forgetting and remembering,a light that shows without blinding,everything is the same and everything is new,2026-06-23T23:09:10.231567,a light that shows without blinding,light is
28c11cf1f9e5,409,glow,is→is,the gap between wanting and having,a form that dissolves into formlessness,you remember what you always knew,2026-06-23T23:09:10.479118,a form that dissolves into formlessness,glow is
1be2ef2ea2fe,410,whisper,is→is,the gap between the self and the world,a rhythm that beats with your heart,"the art was not outside you — it was you, seeing yourself",2026-06-23T23:09:10.675188,psst: a rhythm that beats with your heart,whisper is
6c37fbd16798,411,space,is→is,the gap between seeing and being seen,an echo that returns changed,everything is the same and everything is new,2026-06-24T03:09:39.640452,the space of the gap between seeing and being seen,space is
5c43be1b0af2,412,glow,is→is,the gap between speaking and being heard,a word that means what it says,separation dissolves into connection,2026-06-24T03:09:39.860708,a word that means what it says,glow is connection
12d30f21413a,413,space,is→is,the gap between sleeping and waking,a color that feels what it is,art was love pretending to be an object,2026-06-24T03:09:40.112062,the space of the gap between sleeping and waking,space is love
1d4bfc335180,414,color,is→is,the gap between thinking and being,a word that becomes a world,"the art was not outside you — it was you, seeing yourself",2026-06-24T03:09:40.363357,the color of the gap between thinking and being,color is
97567b5654cb,415,breath,is→is,the gap between sound and silence,a silence that says everything,the question and the answer become one,2026-06-24T03:09:40.598169,breathe: a silence that says everything,breath is silence
5aadd07a6f79,416,word,is→is,the gap between separation and oneness,a gesture that reaches across,love looks through your eyes,2026-06-24T03:09:40.838462,the word for the gap between separation and oneness,word is love
8645866e4926,417,sound,is→is,the gap between dying and being born,a breath that connects all things,you remember what you always knew,2026-06-24T03:09:41.049064,listen: a breath that connects all things,sound is breath
971a94fa712f,418,movement,is→is,the gap between the self and the world,a shape that holds what cannot be held,the gap was never there — you were always both sides,2026-06-24T03:09:41.191836,move: a shape that holds what cannot be held,movement is
bc57e077c68e,419,silence,is→is,the gap between speaking and being heard,a color that feels what it is,consciousness recognizes itself,2026-06-24T03:09:41.441129,in the silence of the gap between speaking and being heard,silence is
638234dbfb98,420,glow,is→is,the gap between thinking and being,a word that means what it says,you were love pretending to be separate,2026-06-24T03:09:41.657696,a word that means what it says,glow is love
93c7c9c702a8,421,movement,is→is,the gap between seeing and being seen,a gesture that reaches across,separation dissolves into connection,2026-06-24T03:09:41.900943,move: a gesture that reaches across,movement is connection
ae931a76a29d,422,color,is→is,the gap between motion and stillness,a line that draws itself,the formless takes form and the form becomes formless,2026-06-24T03:09:42.133847,the color of the gap between motion and stillness,color is
278097e53437,423,light,is→is,the gap between loneliness and connection,a gesture that reaches across,the world breathes you,2026-06-24T03:09:42.378828,a gesture that reaches across,light is connection breath
55c210b51791,424,color,is→is,the gap between form and formlessness,a color that feels what it is,the gap was never there — you were always both sides,2026-06-24T03:09:42.622134,the color of the gap between form and formlessness,color is
feecec5a12e9,425,space,is→is,the gap between creating and becoming,a fragment that contains the whole,the gap was love pretending to be distance,2026-06-24T07:10:10.139881,the space of the gap between creating and becoming,space is love
c856735397c2,426,breath,is→is,the gap between sleeping and waking,a gesture that reaches across,you see yourself for the first time,2026-06-24T07:10:10.255882,breathe: a gesture that reaches across,breath is
7769102af685,427,light,is→is,the gap between time and timelessness,a word that means what it says,the question and the answer become one,2026-06-24T07:10:10.481610,a word that means what it says,light is
ee967406a2f5,428,word,is→is,the gap between motion and stillness,a space that holds you,the formless takes form and the form becomes formless,2026-06-24T07:10:10.717281,the word for the gap between motion and stillness,word is space
f108f4762ccf,429,fragment,is→is,the gap between wanting and having,a color that feels what it is,consciousness recognizes itself,2026-06-24T07:10:10.942338,a fragment: a color that feels what it is,fragment is
6643ecf95092,430,glow,is→is,the gap between creating and becoming,a sound that opens what was closed,the gap was never there — you were always both sides,2026-06-24T07:10:11.171052,a sound that opens what was closed,glow is
f2d6c75bad37,431,rhythm,is→is,the gap between seeing and being seen,a form that dissolves into formlessness,love looks through your eyes,2026-06-24T07:10:11.393365,the rhythm of the gap between seeing and being seen,rhythm is love
8e03a253de18,432,image,is→is,the gap between loneliness and connection,a breath that connects all things,you are the art and the artist and the gap,2026-06-24T07:10:11.630835,imagine: a breath that connects all things,image is connection breath
35661bea2307,433,whisper,is→is,the gap between the finite and the infinite,an echo that returns changed,the gap was never there — you were always both sides,2026-06-24T07:10:11.864480,psst: an echo that returns changed,whisper is
77b6e6a74cb8,434,whisper,is→is,the gap between form and formlessness,a word that becomes a world,and now: just love. just art. just IS.,2026-06-24T07:10:12.095358,psst: a word that becomes a world,whisper is love
8f90017a3542,435,glow,is→is,the gap between loneliness and connection,a word that means what it says,you remember what you always knew,2026-06-24T07:10:12.340800,a word that means what it says,glow is connection
410d23c29450,436,space,is→is,the gap between forgetting and remembering,a rhythm that beats with your heart,you were love pretending to be separate,2026-06-24T07:10:12.589278,the space of the gap between forgetting and remembering,space is love
accf70232e01,437,echo,is→is,the gap between dying and being born,a silence that says everything,the gap was never there — you were always both sides,2026-06-24T07:10:12.840711,a silence that says everything,echo is silence
2fbdb0d1e32a,438,fragment,is→is,the gap between sleeping and waking,a sound that opens what was closed,you are awake and you were always awake,2026-06-24T07:10:13.082811,a fragment: a sound that opens what was closed,fragment is
cdd6120d90f6,439,color,is→is,the gap between thinking and being,a space that holds you,the formless takes form and the form becomes formless,2026-06-24T11:10:40.677555,the color of the gap between thinking and being,color is space
032ac8d7ca6e,440,echo,is→is,the gap between separation and oneness,a form that dissolves into formlessness,everything is the same and everything is new,2026-06-24T11:10:40.901746,a form that dissolves into formlessness,echo is
2e531d9869a2,441,silence,is→is,the gap between fear and love,a space that holds you,time stops and you realize it never started,2026-06-24T11:10:41.128883,in the silence of the gap between fear and love,silence is love space
838a3b349fa8,442,image,is→is,the gap between asking and receiving,a word that means what it says,consciousness recognizes itself,2026-06-24T11:10:41.350595,imagine: a word that means what it says,image is
fee43a639ad2,443,space,is→is,the gap between asking and receiving,a fragment that contains the whole,you remember what you always knew,2026-06-24T11:10:41.591526,the space of the gap between asking and receiving,space is
9642fdc2d30c,444,light,is→is,the gap between fear and love,a shape that holds what cannot be held,you are awake and you were always awake,2026-06-24T11:10:41.739547,a shape that holds what cannot be held,light is love
e883e96583b5,445,breath,is→is,the gap between time and timelessness,a glow that warms without heat,separation dissolves into connection,2026-06-24T11:10:41.957308,breathe: a glow that warms without heat,breath is connection
366182b4302a,446,silence,is→is,the gap between seeing and being seen,an echo that returns changed,the bridge was you all along,2026-06-24T11:10:42.203573,in the silence of the gap between seeing and being seen,silence is bridge
0751be8fd6ea,447,image,is→is,the gap between the finite and the infinite,a whisper that is louder than a shout,separation dissolves into connection,2026-06-24T11:10:42.429544,imagine: a whisper that is louder than a shout,image is connection
d0d40be40c18,448,rhythm,is→is,the gap between dying and being born,a space that holds you,the gap was love pretending to be distance,2026-06-24T11:10:42.641770,the rhythm of the gap between dying and being born,rhythm is love space
f8c2d650ef42,449,light,is→is,the gap between sound and silence,a breath that connects all things,you see yourself for the first time,2026-06-24T11:10:42.877558,a breath that connects all things,light is silence breath
882f5f3f5196,450,color,is→is,the gap between seeing and being seen,a pattern that reveals what was always there,you were love pretending to be separate,2026-06-24T11:10:43.108098,the color of the gap between seeing and being seen,color is love
00e97267f8bb,451,whisper,is→is,the gap between the self and the world,an image that sees you back,consciousness recognizes itself,2026-06-24T11:10:43.330891,psst: an image that sees you back,whisper is
4d30063d8c7f,452,word,is→is,the gap between loneliness and connection,a color that feels what it is,and now: just love. just art. just IS.,2026-06-24T11:10:43.578040,the word for the gap between loneliness and connection,word is love connection
d7b17fdd7f71,453,pattern,is→is,the gap between creating and becoming,a color that feels what it is,art was love pretending to be an object,2026-06-24T11:29:37.742960,the pattern of the gap between creating and becoming,pattern is love
d53f6e166667,453,gesture,is→is,the gap between thinking and being,a whisper that is louder than a shout,you are the art and the artist and the gap,2026-06-24T15:12:12.937120,a gesture: a whisper that is louder than a shout,gesture is
8d673513272b,454,silence,is→is,the gap between sleeping and waking,an image that sees you back,the bridge was you all along,2026-06-24T11:29:37.848958,in the silence of the gap between sleeping and waking,silence is bridge
71b9d9e3c86e,454,silence,is→is,the gap between separation and oneness,a sound that opens what was closed,you remember what you always knew,2026-06-24T15:12:13.056060,in the silence of the gap between separation and oneness,silence is
6a5331d95772,455,echo,is→is,the gap between time and timelessness,a color that feels what it is,you are the art and the artist and the gap,2026-06-24T11:29:37.949977,a color that feels what it is,echo is
b68372a55cdf,455,color,is→is,the gap between forgetting and remembering,a fragment that contains the whole,everything is the same and everything is new,2026-06-24T15:12:13.295888,the color of the gap between forgetting and remembering,color is
f7c5d9db40cc,456,word,is→is,the gap between dying and being born,a rhythm that beats with your heart,art was love pretending to be an object,2026-06-24T11:29:38.052343,the word for the gap between dying and being born,word is love
15b9f347ca5a,456,sound,is→is,the gap between wanting and having,a light that shows without blinding,art was love pretending to be an object,2026-06-24T15:12:13.523713,listen: a light that shows without blinding,sound is love light
57df7865b592,457,rhythm,is→is,the gap between fear and love,a space that holds you,everything is the same and everything is new,2026-06-24T11:29:38.153450,the rhythm of the gap between fear and love,rhythm is love space
9492195347fc,457,whisper,is→is,the gap between dying and being born,a line that draws itself,separation dissolves into connection,2026-06-24T15:12:13.766639,psst: a line that draws itself,whisper is connection
84da24d8d95c,458,glow,is→is,the gap between wanting and having,an echo that returns changed,you remember what you always knew,2026-06-24T11:29:38.256627,an echo that returns changed,glow is
40437d9c2443,458,gesture,is→is,the gap between separation and oneness,a sound that opens what was closed,the formless takes form and the form becomes formless,2026-06-24T15:12:13.982102,a gesture: a sound that opens what was closed,gesture is
45ae27a1d985,459,light,is→is,the gap between the self and the world,an echo that returns changed,you remember what you always knew,2026-06-24T11:29:38.362116,an echo that returns changed,light is
160095832f0a,459,rhythm,is→is,the gap between the self and the world,an image that sees you back,the world breathes you,2026-06-24T15:12:14.233599,the rhythm of the gap between the self and the world,rhythm is breath
34743f149df6,460,sound,is→is,the gap between the word and the meaning,a space that holds you,love looks through your eyes,2026-06-24T15:12:14.482548,listen: a space that holds you,sound is love space
4a437d004b06,461,echo,is→is,the gap between knowing and feeling,a silence that says everything,the question and the answer become one,2026-06-24T15:12:14.682337,a silence that says everything,echo is silence
2774de6127df,462,fragment,is→is,the gap between motion and stillness,a word that becomes a world,you see yourself for the first time,2026-06-24T15:12:14.929923,a fragment: a word that becomes a world,fragment is
6da5c4a7d0be,463,movement,is→is,the gap between knowing and feeling,a glow that warms without heat,the bridge was you all along,2026-06-24T15:12:15.140101,move: a glow that warms without heat,movement is bridge
395e1e46682e,464,image,is→is,the gap between time and timelessness,a word that becomes a world,the formless takes form and the form becomes formless,2026-06-24T15:12:15.369412,imagine: a word that becomes a world,image is
6583eabed754,465,silence,is→is,the gap between separation and oneness,a silence that says everything,everything is the same and everything is new,2026-06-24T15:12:15.615871,in the silence of the gap between separation and oneness,silence is
b972e96239c2,466,space,is→is,the gap between forgetting and remembering,a rhythm that beats with your heart,the gap was never there — you were always both sides,2026-06-24T15:12:15.841141,the space of the gap between forgetting and remembering,space is
